order_id,order_date,order_time,customer_id,menu_item_id,quantity,total_price,payment_method,order_type,item_name,category,price,cost,name,email,phone
3024,1/24/2024,5:17 AM,56,9,5,35,Online,Delivery,Chocolate Cake,Dessert,7,4,Vittoria Horbart,vhorbart1j@guardian.co.uk,235-285-7340
3037,11/17/2023,3:05 PM,94,15,1,10,Online,Takeaway,Chocolate Milkshake,Beverage,10,6,Haley Langdon,hlangdon2l@zdnet.com,311-710-1642
3058,7/15/2024,2:23 AM,39,10,3,24,Online,Dine-in,Cheesecake,Dessert,8,4,Gale Gisburne,ggisburne12@dion.ne.jp,513-438-1347
3071,10/30/2024,11:31 AM,86,4,3,45,Online,Dine-in,Margherita Pizza,Main Course,15,10,Micki Innis,minnis2d@stanford.edu,513-601-8076
3072,3/26/2024,4:37 PM,74,8,3,45,Online,Delivery,Vegetable Stir Fry,Main Course,15,8,Anthiathia Servant,aservant21@state.gov,623-589-7032
3074,7/21/2024,1:36 AM,75,15,4,40,Online,Delivery,Chocolate Milkshake,Beverage,10,6,Freedman Guitonneau,fguitonneau22@patch.com,126-146-3322
3078,2/22/2023,5:56 AM,91,6,3,48,Cash,Delivery,Grilled Salmon,Main Course,16,9,Che Attenborrow,cattenborrow2i@infoseek.co.jp,705-562-6482
3081,9/8/2024,10:36 AM,39,9,5,35,Card,Takeaway,Chocolate Cake,Dessert,7,4,Gale Gisburne,ggisburne12@dion.ne.jp,513-438-1347
3093,9/11/2024,7:50 AM,89,1,5,50,Cash,Takeaway,Garlic Bread,Appetizer,10,6,Marlo Dormand,mdormand2g@geocities.com,171-720-3110
3098,10/24/2024,2:47 PM,1,10,3,24,Cash,Dine-in,Cheesecake,Dessert,8,4,Lynea Cohalan,lcohalan0@mtv.com,543-211-8741
3115,5/27/2023,4:14 AM,38,4,5,75,Card,Delivery,Margherita Pizza,Main Course,15,10,Tabor Coulsen,tcoulsen11@pinterest.com,617-226-3542
3119,3/20/2024,11:42 PM,80,9,3,21,Online,Dine-in,Chocolate Cake,Dessert,7,4,Prinz Strapp,pstrapp27@sourceforge.net,502-659-4665
3123,2/21/2023,7:50 AM,97,3,2,14,Cash,Takeaway,Spring Rolls,Appetizer,7,4,Shane Ollenbuttel,sollenbuttel2o@bloomberg.com,149-337-0952
3125,1/20/2024,2:26 PM,7,8,5,75,Card,Takeaway,Vegetable Stir Fry,Main Course,15,8,Jennie Hannigane,jhannigane6@godaddy.com,517-761-8565
3134,10/30/2024,5:42 AM,26,7,4,80,Cash,Delivery,Spaghetti Carbonara,Main Course,20,14,Tim Korejs,tkorejsp@hc360.com,549-990-9992
3143,7/10/2023,12:19 AM,90,13,2,16,Card,Dine-in,Apple Smoothie,Beverage,8,4,Priscilla Dundredge,pdundredge2h@hc360.com,465-435-0228
3147,7/21/2024,10:39 PM,19,10,4,32,Cash,Delivery,Cheesecake,Dessert,8,4,Vidovik Khadir,vkhadiri@si.edu,563-462-1994
3162,2/24/2023,12:53 AM,37,1,2,20,Card,Takeaway,Garlic Bread,Appetizer,10,6,Trevar Cobby,tcobby10@examiner.com,160-918-7308
3173,5/30/2023,12:13 AM,86,14,2,12,Cash,Delivery,Banana Smoothie,Beverage,6,3,Micki Innis,minnis2d@stanford.edu,513-601-8076
3181,12/24/2023,7:31 PM,4,4,2,30,Card,Takeaway,Margherita Pizza,Main Course,15,10,Andra Boucher,aboucher3@skype.com,908-789-3689
3185,12/22/2023,10:02 AM,52,14,2,12,Cash,Delivery,Banana Smoothie,Beverage,6,3,Ardyce Pomery,apomery1f@skyrock.com,425-901-0338
3200,7/13/2023,1:20 PM,53,13,5,40,Online,Delivery,Apple Smoothie,Beverage,8,4,Howard Withrop,hwithrop1g@4shared.com,783-281-8942
3207,7/16/2024,4:57 AM,70,7,4,80,Online,Dine-in,Spaghetti Carbonara,Main Course,20,14,Cad Jeves,cjeves1x@freewebs.com,668-140-9665
3219,7/8/2023,10:26 PM,23,1,1,10,Online,Takeaway,Garlic Bread,Appetizer,10,6,Annabela Lavielle,alaviellem@smugmug.com,394-600-7861
3240,2/27/2023,4:31 AM,3,13,4,32,Card,Dine-in,Apple Smoothie,Beverage,8,4,Rosalind Kield,rkield2@nyu.edu,917-741-6998
3249,10/3/2023,10:09 PM,5,14,3,18,Online,Delivery,Banana Smoothie,Beverage,6,3,Steven Klosges,sklosges4@amazon.co.uk,378-930-8342
3273,3/23/2024,1:56 AM,91,8,2,30,Card,Delivery,Vegetable Stir Fry,Main Course,15,8,Che Attenborrow,cattenborrow2i@infoseek.co.jp,705-562-6482
3280,7/19/2024,6:27 AM,89,10,4,32,Card,Delivery,Cheesecake,Dessert,8,4,Marlo Dormand,mdormand2g@geocities.com,171-720-3110
3283,12/25/2024,1:20 PM,16,15,3,30,Online,Delivery,Chocolate Milkshake,Beverage,10,6,Tann MacFarlane,tmacfarlanef@homestead.com,589-484-2297
3285,2/20/2023,1:45 AM,26,9,4,28,Online,Delivery,Chocolate Cake,Dessert,7,4,Tim Korejs,tkorejsp@hc360.com,549-990-9992
3291,11/20/2023,9:22 PM,66,11,1,10,Online,Delivery,Tiramisu,Dessert,10,6,Cletis Itscowics,citscowics1t@nasa.gov,193-750-9969
3293,10/28/2024,1:28 PM,55,1,1,10,Card,Dine-in,Garlic Bread,Appetizer,10,6,Aurora Trulocke,atrulocke1i@sbwire.com,767-365-6918
3297,7/16/2024,7:20 PM,62,9,5,35,Card,Delivery,Chocolate Cake,Dessert,7,4,Allyson Ventam,aventam1p@sfgate.com,721-388-9475
3309,11/14/2023,11:16 AM,1,14,3,18,Card,Delivery,Banana Smoothie,Beverage,6,3,Lynea Cohalan,lcohalan0@mtv.com,543-211-8741
3318,10/2/2023,7:36 PM,87,7,4,80,Card,Dine-in,Spaghetti Carbonara,Main Course,20,14,Brianne Moehle,bmoehle2e@livejournal.com,835-372-2206
3321,12/26/2023,5:50 PM,83,3,5,35,Online,Takeaway,Spring Rolls,Appetizer,7,4,Alva Mattecot,amattecot2a@dailymail.co.uk,375-293-1247
3325,9/9/2024,9:36 AM,67,10,4,32,Cash,Delivery,Cheesecake,Dessert,8,4,Rahal Coskerry,rcoskerry1u@pbs.org,612-538-5127
3326,7/20/2024,4:56 PM,38,11,3,30,Cash,Delivery,Tiramisu,Dessert,10,6,Tabor Coulsen,tcoulsen11@pinterest.com,617-226-3542
3331,7/21/2024,10:55 PM,51,9,5,35,Card,Takeaway,Chocolate Cake,Dessert,7,4,Sinclare Antuk,santuk1e@umn.edu,880-427-8204
3338,1/23/2024,11:44 AM,31,14,2,12,Cash,Dine-in,Banana Smoothie,Beverage,6,3,Vanessa Swatheridge,vswatheridgeu@yellowbook.com,502-156-7557
3340,2/20/2023,12:25 PM,57,11,2,20,Card,Delivery,Tiramisu,Dessert,10,6,Olivie Saunper,osaunper1k@surveymonkey.com,583-463-4116
3366,9/10/2024,7:06 AM,69,11,1,10,Card,Dine-in,Tiramisu,Dessert,10,6,Yolanthe Dumbreck,ydumbreck1w@bloomberg.com,184-485-0508
3367,5/4/2024,12:38 PM,87,14,2,12,Card,Dine-in,Banana Smoothie,Beverage,6,3,Brianne Moehle,bmoehle2e@livejournal.com,835-372-2206
3370,9/7/2024,7:53 PM,93,5,2,24,Cash,Delivery,Chicken Burger,Main Course,12,7,Zora Hanburry,zhanburry2k@msu.edu,999-615-4136
3372,7/14/2023,3:26 PM,75,11,2,20,Online,Dine-in,Tiramisu,Dessert,10,6,Freedman Guitonneau,fguitonneau22@patch.com,126-146-3322
3385,5/2/2024,12:21 AM,17,4,4,60,Online,Dine-in,Margherita Pizza,Main Course,15,10,Hurleigh Radnedge,hradnedgeg@myspace.com,536-375-7518
3390,1/20/2023,12:05 AM,74,14,4,24,Cash,Takeaway,Banana Smoothie,Beverage,6,3,Anthiathia Servant,aservant21@state.gov,623-589-7032
3392,9/11/2024,11:50 PM,100,10,2,16,Cash,Delivery,Cheesecake,Dessert,8,4,Orly Engelmann,oengelmann2r@xinhuanet.com,538-703-9672
3394,10/30/2024,6:56 AM,21,12,2,16,Cash,Delivery,Mango Smoothie,Beverage,8,4,Margarette Leile,mleilek@diigo.com,485-734-6385
3410,1/18/2023,1:02 PM,100,8,3,45,Cash,Takeaway,Vegetable Stir Fry,Main Course,15,8,Orly Engelmann,oengelmann2r@xinhuanet.com,538-703-9672
3421,10/24/2024,11:20 PM,72,9,3,21,Cash,Delivery,Chocolate Cake,Dessert,7,4,Joana Ollis,jollis1z@wufoo.com,239-427-4516
3424,7/22/2024,7:07 PM,98,15,2,20,Online,Dine-in,Chocolate Milkshake,Beverage,10,6,Murdoch Pyett,mpyett2p@ustream.tv,559-585-3339
3432,1/23/2023,4:42 PM,78,10,4,32,Cash,Delivery,Cheesecake,Dessert,8,4,Franzen MacMenamie,fmacmenamie25@upenn.edu,440-223-1653
3433,7/14/2023,9:45 AM,51,7,2,40,Card,Dine-in,Spaghetti Carbonara,Main Course,20,14,Sinclare Antuk,santuk1e@umn.edu,880-427-8204
3439,12/27/2024,8:36 AM,63,7,1,20,Cash,Dine-in,Spaghetti Carbonara,Main Course,20,14,Myrta Doble,mdoble1q@theglobeandmail.com,930-251-4907
3470,5/8/2024,6:49 AM,37,4,1,15,Online,Takeaway,Margherita Pizza,Main Course,15,10,Trevar Cobby,tcobby10@examiner.com,160-918-7308
3483,9/4/2024,8:50 PM,3,3,3,21,Online,Delivery,Spring Rolls,Appetizer,7,4,Rosalind Kield,rkield2@nyu.edu,917-741-6998
3486,2/24/2023,11:39 PM,74,8,5,75,Online,Takeaway,Vegetable Stir Fry,Main Course,15,8,Anthiathia Servant,aservant21@state.gov,623-589-7032
3493,9/9/2024,12:34 PM,86,2,2,30,Cash,Delivery,Bruschetta,Appetizer,15,7,Micki Innis,minnis2d@stanford.edu,513-601-8076
3498,2/22/2023,6:52 PM,28,3,1,7,Online,Delivery,Spring Rolls,Appetizer,7,4,Moore Stutter,mstutterr@w3.org,972-346-7038
3504,2/22/2023,5:13 AM,88,4,1,15,Online,Delivery,Margherita Pizza,Main Course,15,10,Gothart Shave,gshave2f@ow.ly,768-461-5329
3513,11/16/2023,11:58 PM,71,14,5,30,Card,Dine-in,Banana Smoothie,Beverage,6,3,Lu Demange,ldemange1y@jiathis.com,597-664-9865
3524,1/23/2023,1:25 PM,77,10,5,40,Cash,Delivery,Cheesecake,Dessert,8,4,Chrotoem Dominici,cdominici24@pbs.org,262-551-2069
3535,3/24/2024,10:13 AM,51,4,1,15,Cash,Takeaway,Margherita Pizza,Main Course,15,10,Sinclare Antuk,santuk1e@umn.edu,880-427-8204
3542,10/25/2024,10:25 AM,44,4,2,30,Cash,Dine-in,Margherita Pizza,Main Course,15,10,Sarita Bockh,sbockh17@feedburner.com,670-491-3908
3543,7/9/2023,8:40 PM,25,13,4,32,Online,Takeaway,Apple Smoothie,Beverage,8,4,Gabie Nelthrop,gnelthropo@harvard.edu,298-742-3720
3560,7/20/2024,3:12 AM,52,15,2,20,Cash,Dine-in,Chocolate Milkshake,Beverage,10,6,Ardyce Pomery,apomery1f@skyrock.com,425-901-0338
3563,10/4/2023,9:25 AM,70,4,4,60,Cash,Delivery,Margherita Pizza,Main Course,15,10,Cad Jeves,cjeves1x@freewebs.com,668-140-9665
3564,5/7/2024,4:53 AM,19,1,2,20,Cash,Dine-in,Garlic Bread,Appetizer,10,6,Vidovik Khadir,vkhadiri@si.edu,563-462-1994
3583,1/20/2024,10:48 PM,25,14,3,18,Online,Takeaway,Banana Smoothie,Beverage,6,3,Gabie Nelthrop,gnelthropo@harvard.edu,298-742-3720
3585,3/25/2024,7:03 PM,79,15,5,50,Cash,Takeaway,Chocolate Milkshake,Beverage,10,6,Lennie Follin,lfollin26@w3.org,647-206-4256
3587,11/17/2023,2:44 PM,24,7,4,80,Cash,Takeaway,Spaghetti Carbonara,Main Course,20,14,Jorie Dibdale,jdibdalen@businessinsider.com,173-875-2570
3590,7/14/2023,1:23 PM,74,2,4,60,Card,Dine-in,Bruschetta,Appetizer,15,7,Anthiathia Servant,aservant21@state.gov,623-589-7032
3592,7/15/2024,2:52 AM,19,4,1,15,Online,Dine-in,Margherita Pizza,Main Course,15,10,Vidovik Khadir,vkhadiri@si.edu,563-462-1994
3593,7/13/2023,11:46 AM,68,3,2,14,Card,Dine-in,Spring Rolls,Appetizer,7,4,Talia Scullin,tscullin1v@bravesites.com,590-310-1484
3595,10/31/2024,4:22 AM,12,12,2,16,Cash,Delivery,Mango Smoothie,Beverage,8,4,Rupert Boxall,rboxallb@bravesites.com,938-102-7849
3600,7/18/2024,1:16 AM,15,10,2,16,Cash,Dine-in,Cheesecake,Dessert,8,4,Beret Wotherspoon,bwotherspoone@xing.com,218-248-2040
3601,9/11/2024,3:55 AM,65,8,5,75,Cash,Dine-in,Vegetable Stir Fry,Main Course,15,8,Kamilah Stedmond,kstedmond1s@soup.io,216-375-4907
3604,7/8/2023,6:11 PM,84,5,5,60,Card,Takeaway,Chicken Burger,Main Course,12,7,Bryn Charlwood,bcharlwood2b@sakura.ne.jp,181-792-8292
3616,1/18/2023,11:30 PM,20,13,1,8,Card,Delivery,Apple Smoothie,Beverage,8,4,Zelda Chater,zchaterj@ycombinator.com,656-451-7302
3628,1/20/2024,1:23 PM,46,5,5,60,Card,Dine-in,Chicken Burger,Main Course,12,7,Maribel Nicklin,mnicklin19@goo.gl,878-949-7968
3641,5/8/2024,2:54 PM,21,6,4,64,Cash,Dine-in,Grilled Salmon,Main Course,16,9,Margarette Leile,mleilek@diigo.com,485-734-6385
3644,7/17/2024,5:05 PM,14,11,5,50,Card,Takeaway,Tiramisu,Dessert,10,6,Madelyn McOnie,mmconied@whitehouse.gov,561-238-7281
3645,7/19/2024,11:03 PM,86,1,5,50,Card,Delivery,Garlic Bread,Appetizer,10,6,Micki Innis,minnis2d@stanford.edu,513-601-8076
3649,9/28/2023,6:10 PM,72,9,2,14,Online,Delivery,Chocolate Cake,Dessert,7,4,Joana Ollis,jollis1z@wufoo.com,239-427-4516
3653,9/5/2024,3:42 AM,42,12,1,8,Cash,Delivery,Mango Smoothie,Beverage,8,4,Giffie Di Boldi,gdi15@furl.net,829-343-2360
3654,9/9/2024,2:53 PM,35,8,5,75,Online,Takeaway,Vegetable Stir Fry,Main Course,15,8,Natalie O'Nolan,nonolany@harvard.edu,538-822-1192
3655,11/21/2023,12:27 PM,62,14,3,18,Card,Dine-in,Banana Smoothie,Beverage,6,3,Allyson Ventam,aventam1p@sfgate.com,721-388-9475
3657,9/27/2023,5:03 PM,100,1,3,30,Online,Dine-in,Garlic Bread,Appetizer,10,6,Orly Engelmann,oengelmann2r@xinhuanet.com,538-703-9672
3661,3/20/2024,7:15 PM,41,7,1,20,Cash,Dine-in,Spaghetti Carbonara,Main Course,20,14,Kameko Whissell,kwhissell14@123-reg.co.uk,814-690-5796
3663,3/20/2024,10:35 PM,46,2,5,75,Online,Dine-in,Bruschetta,Appetizer,15,7,Maribel Nicklin,mnicklin19@goo.gl,878-949-7968
3666,2/23/2023,9:29 AM,49,8,2,30,Online,Dine-in,Vegetable Stir Fry,Main Course,15,8,Percival Leonard,pleonard1c@google.es,185-509-1815
3668,3/23/2024,4:13 PM,28,11,2,20,Cash,Takeaway,Tiramisu,Dessert,10,6,Moore Stutter,mstutterr@w3.org,972-346-7038
3673,11/15/2023,11:55 PM,89,15,2,20,Cash,Dine-in,Chocolate Milkshake,Beverage,10,6,Marlo Dormand,mdormand2g@geocities.com,171-720-3110
3680,12/21/2024,8:18 AM,99,1,5,50,Cash,Delivery,Garlic Bread,Appetizer,10,6,Carlin Dearlove,cdearlove2q@yellowbook.com,479-399-2856
3708,12/22/2023,10:44 PM,99,3,2,14,Cash,Takeaway,Spring Rolls,Appetizer,7,4,Carlin Dearlove,cdearlove2q@yellowbook.com,479-399-2856
3714,5/8/2024,3:46 AM,48,7,4,80,Cash,Delivery,Spaghetti Carbonara,Main Course,20,14,Norrie Ilyin,nilyin1b@census.gov,628-952-0729
3719,7/7/2023,9:44 PM,100,2,3,45,Cash,Dine-in,Bruschetta,Appetizer,15,7,Orly Engelmann,oengelmann2r@xinhuanet.com,538-703-9672
3729,7/15/2024,12:19 PM,44,1,4,40,Card,Takeaway,Garlic Bread,Appetizer,10,6,Sarita Bockh,sbockh17@feedburner.com,670-491-3908
3734,3/19/2024,5:20 AM,83,2,5,75,Online,Dine-in,Bruschetta,Appetizer,15,7,Alva Mattecot,amattecot2a@dailymail.co.uk,375-293-1247
3735,1/23/2023,10:55 PM,5,8,1,15,Online,Delivery,Vegetable Stir Fry,Main Course,15,8,Steven Klosges,sklosges4@amazon.co.uk,378-930-8342
3748,2/25/2023,5:18 PM,17,13,2,16,Cash,Takeaway,Apple Smoothie,Beverage,8,4,Hurleigh Radnedge,hradnedgeg@myspace.com,536-375-7518
3753,9/30/2023,12:57 PM,40,9,1,7,Cash,Dine-in,Chocolate Cake,Dessert,7,4,Darlene Abbs,dabbs13@spotify.com,725-645-6070
3765,7/19/2024,8:16 PM,20,5,5,60,Online,Dine-in,Chicken Burger,Main Course,12,7,Zelda Chater,zchaterj@ycombinator.com,656-451-7302
3779,12/25/2024,8:27 AM,21,2,3,45,Online,Delivery,Bruschetta,Appetizer,15,7,Margarette Leile,mleilek@diigo.com,485-734-6385
3791,12/22/2023,10:25 PM,98,8,3,45,Online,Takeaway,Vegetable Stir Fry,Main Course,15,8,Murdoch Pyett,mpyett2p@ustream.tv,559-585-3339
3792,9/9/2024,7:52 PM,1,7,2,40,Online,Delivery,Spaghetti Carbonara,Main Course,20,14,Lynea Cohalan,lcohalan0@mtv.com,543-211-8741
3794,5/30/2023,2:26 AM,34,7,2,40,Card,Dine-in,Spaghetti Carbonara,Main Course,20,14,Dwight Dickons,ddickonsx@aboutads.info,493-181-0807
3795,10/3/2023,6:25 AM,6,4,3,45,Cash,Dine-in,Margherita Pizza,Main Course,15,10,Danni Domokos,ddomokos5@wufoo.com,106-169-6328
3806,5/6/2024,6:34 AM,22,5,1,12,Cash,Delivery,Chicken Burger,Main Course,12,7,Correy Josiah,cjosiahl@usda.gov,104-295-2452
3809,3/26/2024,2:49 AM,66,12,4,32,Cash,Delivery,Mango Smoothie,Beverage,8,4,Cletis Itscowics,citscowics1t@nasa.gov,193-750-9969
3814,10/24/2024,11:25 PM,89,8,1,15,Cash,Takeaway,Vegetable Stir Fry,Main Course,15,8,Marlo Dormand,mdormand2g@geocities.com,171-720-3110
3815,2/25/2023,2:20 PM,66,13,2,16,Online,Takeaway,Apple Smoothie,Beverage,8,4,Cletis Itscowics,citscowics1t@nasa.gov,193-750-9969
3822,9/30/2023,3:35 AM,97,11,3,30,Cash,Delivery,Tiramisu,Dessert,10,6,Shane Ollenbuttel,sollenbuttel2o@bloomberg.com,149-337-0952
3828,5/4/2024,8:27 AM,99,11,3,30,Online,Delivery,Tiramisu,Dessert,10,6,Carlin Dearlove,cdearlove2q@yellowbook.com,479-399-2856
3832,7/22/2024,6:24 AM,32,13,3,24,Online,Takeaway,Apple Smoothie,Beverage,8,4,Gabi Margram,gmargramv@tmall.com,397-883-4799
3836,9/8/2024,6:36 AM,26,13,2,16,Online,Takeaway,Apple Smoothie,Beverage,8,4,Tim Korejs,tkorejsp@hc360.com,549-990-9992
3837,1/24/2023,8:47 PM,4,5,3,36,Online,Delivery,Chicken Burger,Main Course,12,7,Andra Boucher,aboucher3@skype.com,908-789-3689
3839,11/19/2023,9:18 PM,23,12,5,40,Online,Takeaway,Mango Smoothie,Beverage,8,4,Annabela Lavielle,alaviellem@smugmug.com,394-600-7861
3843,3/22/2024,9:19 PM,43,1,2,20,Cash,Takeaway,Garlic Bread,Appetizer,10,6,Netti Kerwood,nkerwood16@instagram.com,695-359-4275
3845,5/8/2024,8:13 AM,25,8,2,30,Card,Takeaway,Vegetable Stir Fry,Main Course,15,8,Gabie Nelthrop,gnelthropo@harvard.edu,298-742-3720
3847,1/21/2024,10:20 PM,23,5,2,24,Cash,Delivery,Chicken Burger,Main Course,12,7,Annabela Lavielle,alaviellem@smugmug.com,394-600-7861
3848,9/9/2024,9:25 PM,64,9,5,35,Online,Dine-in,Chocolate Cake,Dessert,7,4,Karena Cawthery,kcawthery1r@stanford.edu,191-680-7120
3849,1/19/2023,6:23 AM,60,12,1,8,Online,Dine-in,Mango Smoothie,Beverage,8,4,Martainn Latan,mlatan1n@scribd.com,769-466-0333
3854,10/28/2024,4:01 PM,16,2,5,75,Cash,Takeaway,Bruschetta,Appetizer,15,7,Tann MacFarlane,tmacfarlanef@homestead.com,589-484-2297
3856,10/2/2023,4:09 PM,86,14,2,12,Card,Dine-in,Banana Smoothie,Beverage,6,3,Micki Innis,minnis2d@stanford.edu,513-601-8076
3861,3/24/2024,2:24 PM,14,12,2,16,Card,Delivery,Mango Smoothie,Beverage,8,4,Madelyn McOnie,mmconied@whitehouse.gov,561-238-7281
3862,2/23/2023,12:24 AM,98,9,3,21,Card,Dine-in,Chocolate Cake,Dessert,7,4,Murdoch Pyett,mpyett2p@ustream.tv,559-585-3339
3863,5/8/2024,2:53 AM,27,12,4,32,Cash,Dine-in,Mango Smoothie,Beverage,8,4,Lacy Ettridge,lettridgeq@java.com,492-624-0297
3870,7/19/2024,7:18 AM,11,12,4,32,Online,Dine-in,Mango Smoothie,Beverage,8,4,Betty Barford,bbarforda@biglobe.ne.jp,961-278-9663
3871,1/27/2024,1:30 PM,100,11,4,40,Online,Takeaway,Tiramisu,Dessert,10,6,Orly Engelmann,oengelmann2r@xinhuanet.com,538-703-9672
3876,12/20/2024,6:32 PM,63,3,4,28,Online,Dine-in,Spring Rolls,Appetizer,7,4,Myrta Doble,mdoble1q@theglobeandmail.com,930-251-4907
3878,9/9/2024,3:38 PM,81,12,4,32,Online,Takeaway,Mango Smoothie,Beverage,8,4,Dahlia Keyser,dkeyser28@edublogs.org,386-739-5165
3885,11/17/2023,9:29 PM,11,8,1,15,Online,Delivery,Vegetable Stir Fry,Main Course,15,8,Betty Barford,bbarforda@biglobe.ne.jp,961-278-9663
3895,7/15/2024,1:12 PM,82,10,3,24,Cash,Takeaway,Cheesecake,Dessert,8,4,Iver Sherrett,isherrett29@studiopress.com,501-369-7913
3900,10/25/2024,7:54 PM,93,4,5,75,Online,Takeaway,Margherita Pizza,Main Course,15,10,Zora Hanburry,zhanburry2k@msu.edu,999-615-4136
3901,5/4/2024,12:51 PM,19,9,4,28,Cash,Takeaway,Chocolate Cake,Dessert,7,4,Vidovik Khadir,vkhadiri@si.edu,563-462-1994
3904,7/13/2023,12:43 AM,23,2,4,60,Online,Takeaway,Bruschetta,Appetizer,15,7,Annabela Lavielle,alaviellem@smugmug.com,394-600-7861
3913,9/6/2024,12:34 AM,58,4,4,60,Online,Dine-in,Margherita Pizza,Main Course,15,10,Leshia Bankhurst,lbankhurst1l@squarespace.com,686-896-5224
3918,10/24/2024,7:52 PM,86,13,5,40,Online,Delivery,Apple Smoothie,Beverage,8,4,Micki Innis,minnis2d@stanford.edu,513-601-8076
3921,5/9/2024,12:44 AM,93,6,1,16,Online,Dine-in,Grilled Salmon,Main Course,16,9,Zora Hanburry,zhanburry2k@msu.edu,999-615-4136
3922,1/25/2024,10:28 AM,82,3,4,28,Online,Takeaway,Spring Rolls,Appetizer,7,4,Iver Sherrett,isherrett29@studiopress.com,501-369-7913
3925,2/22/2023,5:25 AM,58,5,3,36,Cash,Takeaway,Chicken Burger,Main Course,12,7,Leshia Bankhurst,lbankhurst1l@squarespace.com,686-896-5224
3932,12/24/2023,2:42 AM,23,12,5,40,Card,Takeaway,Mango Smoothie,Beverage,8,4,Annabela Lavielle,alaviellem@smugmug.com,394-600-7861
3939,2/25/2023,1:18 AM,18,6,3,48,Cash,Takeaway,Grilled Salmon,Main Course,16,9,Butch Kobierzycki,bkobierzyckih@amazon.co.uk,784-691-3833
3940,2/23/2023,9:56 PM,74,1,2,20,Online,Takeaway,Garlic Bread,Appetizer,10,6,Anthiathia Servant,aservant21@state.gov,623-589-7032
3953,5/30/2023,7:35 AM,98,15,3,30,Card,Delivery,Chocolate Milkshake,Beverage,10,6,Murdoch Pyett,mpyett2p@ustream.tv,559-585-3339
3962,3/21/2024,1:01 AM,44,2,3,45,Online,Delivery,Bruschetta,Appetizer,15,7,Sarita Bockh,sbockh17@feedburner.com,670-491-3908
3977,3/19/2024,11:06 AM,70,4,4,60,Cash,Delivery,Margherita Pizza,Main Course,15,10,Cad Jeves,cjeves1x@freewebs.com,668-140-9665
3989,7/12/2023,2:58 AM,62,3,2,14,Card,Delivery,Spring Rolls,Appetizer,7,4,Allyson Ventam,aventam1p@sfgate.com,721-388-9475
3991,10/3/2023,9:01 AM,65,12,4,32,Card,Dine-in,Mango Smoothie,Beverage,8,4,Kamilah Stedmond,kstedmond1s@soup.io,216-375-4907
3993,9/7/2024,2:16 PM,23,15,4,40,Card,Takeaway,Chocolate Milkshake,Beverage,10,6,Annabela Lavielle,alaviellem@smugmug.com,394-600-7861
4000,12/24/2024,4:31 AM,99,11,5,50,Card,Dine-in,Tiramisu,Dessert,10,6,Carlin Dearlove,cdearlove2q@yellowbook.com,479-399-2856
4007,1/20/2023,11:40 AM,19,14,4,24,Card,Delivery,Banana Smoothie,Beverage,6,3,Vidovik Khadir,vkhadiri@si.edu,563-462-1994
4008,9/28/2023,7:13 PM,97,9,4,28,Card,Takeaway,Chocolate Cake,Dessert,7,4,Shane Ollenbuttel,sollenbuttel2o@bloomberg.com,149-337-0952
4011,12/24/2023,6:05 PM,69,11,1,10,Online,Delivery,Tiramisu,Dessert,10,6,Yolanthe Dumbreck,ydumbreck1w@bloomberg.com,184-485-0508
4018,7/16/2024,10:35 PM,38,4,1,15,Cash,Delivery,Margherita Pizza,Main Course,15,10,Tabor Coulsen,tcoulsen11@pinterest.com,617-226-3542
4036,9/6/2024,7:30 AM,18,2,5,75,Online,Takeaway,Bruschetta,Appetizer,15,7,Butch Kobierzycki,bkobierzyckih@amazon.co.uk,784-691-3833
4048,11/14/2023,8:33 AM,77,13,5,40,Card,Dine-in,Apple Smoothie,Beverage,8,4,Chrotoem Dominici,cdominici24@pbs.org,262-551-2069
4071,9/8/2024,7:22 PM,1,2,4,60,Online,Delivery,Bruschetta,Appetizer,15,7,Lynea Cohalan,lcohalan0@mtv.com,543-211-8741
4077,1/26/2024,7:46 PM,40,3,5,35,Online,Takeaway,Spring Rolls,Appetizer,7,4,Darlene Abbs,dabbs13@spotify.com,725-645-6070
4078,10/27/2024,12:36 AM,43,3,2,14,Card,Takeaway,Spring Rolls,Appetizer,7,4,Netti Kerwood,nkerwood16@instagram.com,695-359-4275
4080,12/20/2023,9:57 AM,55,6,3,48,Online,Dine-in,Grilled Salmon,Main Course,16,9,Aurora Trulocke,atrulocke1i@sbwire.com,767-365-6918
4086,7/15/2024,10:05 AM,1,9,4,28,Online,Delivery,Chocolate Cake,Dessert,7,4,Lynea Cohalan,lcohalan0@mtv.com,543-211-8741
4089,3/19/2024,8:57 AM,48,13,1,8,Cash,Takeaway,Apple Smoothie,Beverage,8,4,Norrie Ilyin,nilyin1b@census.gov,628-952-0729
4099,9/10/2024,9:56 PM,18,15,1,10,Card,Takeaway,Chocolate Milkshake,Beverage,10,6,Butch Kobierzycki,bkobierzyckih@amazon.co.uk,784-691-3833
4100,9/6/2024,9:39 PM,42,5,1,12,Online,Dine-in,Chicken Burger,Main Course,12,7,Giffie Di Boldi,gdi15@furl.net,829-343-2360
4113,9/11/2024,3:00 AM,14,2,4,60,Online,Delivery,Bruschetta,Appetizer,15,7,Madelyn McOnie,mmconied@whitehouse.gov,561-238-7281
4114,9/8/2024,1:38 AM,42,5,3,36,Card,Takeaway,Chicken Burger,Main Course,12,7,Giffie Di Boldi,gdi15@furl.net,829-343-2360
